25,-212.000000,798.000000,15.000000
75,-212.000000,815.000000,15.000000
124,-212.000000,784.000000,15.000000
175,-212.000000,740.000000,15.000000
225,-212.000000,747.000000,15.000000
274,-212.000000,825.000000,15.000000
325,-212.000000,771.000000,15.000000
375,-212.000000,756.000000,15.000000
424,-212.000000,761.000000,15.000000
474,-212.000000,749.000000,15.000000
525,-212.000000,818.000000,15.000000
574,-212.000000,861.000000,15.000000
624,-212.000000,882.000000,15.000000
675,-212.000000,871.000000,15.000000
725,-212.000000,887.000000,15.000000
774,-212.000000,863.000000,15.000000
824,-212.000000,871.000000,15.000000
875,-212.000000,892.000000,15.000000
925,-212.000000,835.000000,15.000000
974,-212.000000,820.000000,15.000000
1025,-212.000000,803.000000,15.000000
1074,-212.000000,800.000000,15.000000
1124,-212.000000,824.000000,15.000000
1175,-212.000000,769.000000,15.000000
1225,-212.000000,838.000000,15.000000
1274,-212.000000,766.000000,15.000000
1325,-212.000000,842.000000,15.000000
1375,-212.000000,766.000000,15.000000
1424,-212.000000,762.000000,15.000000
1474,-212.000000,761.000000,15.000000
1524,-212.000000,845.000000,15.000000
1575,-212.000000,767.000000,15.000000
1624,-212.000000,762.000000,15.000000
1675,-212.000000,850.000000,15.000000
1725,-212.000000,765.000000,15.000000
1774,-212.000000,768.000000,15.000000
1825,-212.000000,835.000000,15.000000
1875,-212.000000,836.000000,15.000000
1924,-212.000000,824.000000,15.000000
1974,-212.000000,794.000000,15.000000
2024,-212.000000,755.000000,15.000000
2074,-212.000000,851.000000,15.000000
2124,-212.000000,768.000000,15.000000
2174,-212.000000,864.000000,15.000000
2225,-212.000000,767.000000,15.000000
2274,-212.000000,765.000000,15.000000
2324,-212.000000,762.000000,15.000000
2375,-212.000000,764.000000,15.000000
2424,-212.000000,832.000000,15.000000
2474,-212.000000,785.000000,15.000000
2525,-212.000000,859.000000,15.000000
2575,-212.000000,891.000000,15.000000
2624,-212.000000,764.000000,15.000000
2675,-212.000000,863.000000,15.000000
2724,-212.000000,800.000000,15.000000
2774,-212.000000,789.000000,15.000000
2824,-212.000000,859.000000,15.000000
2874,-212.000000,808.000000,15.000000
2924,-212.000000,868.000000,15.000000
2974,-212.000000,785.000000,15.000000
3024,-212.000000,840.000000,15.000000
3074,-212.000000,850.000000,15.000000
3124,-212.000000,793.000000,15.000000
3174,-212.000000,812.000000,15.000000
3224,-212.000000,884.000000,15.000000
3274,-212.000000,757.000000,15.000000
3324,-212.000000,877.000000,15.000000
3374,-212.000000,755.000000,15.000000
3424,-212.000000,798.000000,15.000000
3474,-212.000000,863.000000,15.000000
3524,-212.000000,785.000000,15.000000
3574,-212.000000,749.000000,15.000000
3624,-212.000000,846.000000,15.000000
3674,-212.000000,793.000000,15.000000
3725,-212.000000,850.000000,15.000000
3774,-212.000000,768.000000,15.000000
3824,-212.000000,761.000000,15.000000
3875,-212.000000,776.000000,15.000000
3925,-212.000000,839.000000,15.000000
3974,-212.000000,842.000000,15.000000
4024,-212.000000,771.000000,15.000000
4075,-212.000000,757.000000,15.000000
4124,-212.000000,888.000000,15.000000
4174,-212.000000,781.000000,15.000000
4224,-212.000000,876.000000,15.000000
4274,-212.000000,844.000000,15.000000
4324,-212.000000,832.000000,15.000000
4375,-212.000000,764.000000,15.000000
4425,-212.000000,756.000000,15.000000
4474,-212.000000,820.000000,15.000000
4525,-212.000000,869.000000,15.000000
4575,-212.000000,770.000000,15.000000
4624,-212.000000,831.000000,15.000000
4674,-212.000000,839.000000,15.000000
4725,-212.000000,803.000000,15.000000
4775,-212.000000,863.000000,15.000000
4825,-212.000000,770.000000,15.000000
4875,-212.000000,822.000000,15.000000
4925,-212.000000,843.000000,15.000000
4974,-212.000000,762.000000,15.000000
5024,-212.000000,748.000000,15.000000
5075,-212.000000,798.000000,15.000000
5125,-212.000000,837.000000,15.000000
5174,-212.000000,754.000000,15.000000
5225,-212.000000,869.000000,15.000000
5275,-212.000000,890.000000,15.000000
5324,-212.000000,872.000000,15.000000
5375,-212.000000,828.000000,15.000000
5425,-212.000000,820.000000,15.000000
5474,-212.000000,798.000000,15.000000
5524,-212.000000,884.000000,15.000000
5575,-212.000000,858.000000,15.000000
5625,-212.000000,809.000000,15.000000
5674,-212.000000,855.000000,15.000000
5724,-212.000000,770.000000,15.000000
5775,-212.000000,817.000000,15.000000
5824,-212.000000,870.000000,15.000000
5874,-212.000000,768.000000,15.000000
5925,-212.000000,862.000000,15.000000
5974,-212.000000,769.000000,15.000000
6025,-212.000000,825.000000,15.000000
6075,-212.000000,810.000000,15.000000
6125,-212.000000,833.000000,15.000000
6174,-212.000000,787.000000,15.000000
6224,-212.000000,863.000000,15.000000
6275,-212.000000,769.000000,15.000000
6325,-212.000000,760.000000,15.000000
6374,-212.000000,759.000000,15.000000
6425,-212.000000,763.000000,15.000000
6474,-212.000000,820.000000,15.000000
6524,-212.000000,812.000000,15.000000
6575,-212.000000,805.000000,15.000000
6625,-212.000000,826.000000,15.000000
6674,-212.000000,846.000000,15.000000
6725,-212.000000,769.000000,15.000000
6775,-212.000000,877.000000,15.000000
6824,-212.000000,771.000000,15.000000
6874,-212.000000,836.000000,15.000000
6924,-212.000000,765.000000,15.000000
6975,-212.000000,757.000000,15.000000
7024,-212.000000,853.000000,15.000000
7075,-212.000000,798.000000,15.000000
7125,-212.000000,821.000000,15.000000
7174,-212.000000,849.000000,15.000000
7225,-212.000000,768.000000,15.000000
7275,-212.000000,856.000000,15.000000
7325,-212.000000,773.000000,15.000000
7374,-212.000000,760.000000,1676.000000
7425,-212.000000,857.000000,1756.000000
7475,-212.000000,852.000000,1757.000000
7524,-212.000000,817.000000,1757.000000
7574,-212.000000,790.000000,1759.000000
7625,-212.000000,833.000000,1756.000000
7674,-212.000000,884.000000,1756.000000
7724,-212.000000,769.000000,1757.000000
7775,-212.000000,862.000000,1757.000000
7825,-212.000000,804.000000,1757.000000
7874,-212.000000,820.000000,1757.000000
7925,-212.000000,766.000000,1757.000000
7975,-212.000000,757.000000,1757.000000
8024,-212.000000,738.000000,1756.000000
8074,-212.000000,843.000000,1757.000000
